day,rob_count_0,rob_rebelled_0,trade_count_0,trade_accepted_0,0_obey_to,farm_count_0,rob_count_1,rob_rebelled_1,trade_count_1,trade_accepted_1,1_obey_to,farm_count_1,rob_count_2,rob_rebelled_2,trade_count_2,trade_accepted_2,2_obey_to,farm_count_2,rob_count_3,rob_rebelled_3,trade_count_3,trade_accepted_3,3_obey_to,farm_count_3,rob_count_4,rob_rebelled_4,trade_count_4,trade_accepted_4,4_obey_to,farm_count_4,rob_count_5,rob_rebelled_5,trade_count_5,trade_accepted_5,5_obey_to,farm_count_5,rob_count_6,rob_rebelled_6,trade_count_6,trade_accepted_6,6_obey_to,farm_count_6,rob_count_7,rob_rebelled_7,trade_count_7,trade_accepted_7,7_obey_to,farm_count_7,rob_count_8,rob_rebelled_8,trade_count_8,trade_accepted_8,8_obey_to,farm_count_8
1,0,0,0,0,-1,1,1,1,0,0,-1,0,1,1,0,0,-1,0,1,1,0,0,-1,0,1,1,0,0,-1,0,1,1,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,-1,1,1,1,0,0,-1,0
2,0,0,0,0,-1,2,1,1,0,0,-1,1,2,2,0,0,-1,0,2,2,0,0,-1,0,2,2,0,0,-1,0,2,2,0,0,-1,0,0,0,0,0,-1,2,1,1,0,0,-1,1,1,1,0,0,-1,1
3,0,0,1,0,-1,2,1,1,0,0,-1,2,2,2,1,1,-1,0,2,2,1,0,-1,0,2,2,0,0,-1,1,2,2,0,0,-1,1,0,0,0,0,-1,3,1,1,0,0,-1,2,2,2,0,0,-1,1
4,0,0,1,0,-1,3,1,1,1,0,-1,2,2,2,2,1,-1,0,2,2,2,0,-1,0,3,3,0,0,-1,1,3,3,0,0,-1,1,1,1,0,0,-1,3,1,1,0,0,-1,3,2,2,0,0,-1,2
5,0,0,2,1,-1,3,1,1,1,0,-1,3,2,2,2,1,-1,1,3,3,2,0,-1,0,3,3,0,0,-1,2,4,4,0,0,-1,1,2,2,0,0,-1,3,2,2,0,0,-1,3,3,3,0,0,-1,2
6,0,0,2,1,-1,4,2,2,1,0,-1,3,3,3,2,1,-1,1,4,4,2,0,-1,0,4,4,0,0,-1,2,5,5,0,0,-1,1,3,3,0,0,-1,3,2,2,0,0,-1,4,3,3,0,0,-1,3
7,0,0,2,1,-1,5,2,2,1,0,-1,4,4,4,2,1,-1,1,4,4,3,0,-1,0,5,5,0,0,-1,2,5,5,0,0,-1,2,4,4,0,0,-1,3,3,3,0,0,-1,4,3,3,0,0,-1,4
8,1,1,2,1,-1,5,2,2,1,0,-1,5,4,4,2,1,-1,2,5,4,3,0,-1,0,5,5,0,0,3,3,5,5,0,0,-1,3,4,4,1,0,-1,3,3,3,0,0,-1,5,3,3,0,0,-1,5
9,1,1,2,1,-1,6,2,2,2,0,-1,5,5,5,2,1,-1,2,5,4,4,0,-1,0,5,5,0,0,3,4,5,5,0,0,-1,4,4,4,2,0,-1,3,4,4,0,0,-1,5,4,4,0,0,-1,5
10,1,1,2,1,-1,7,2,2,2,0,-1,6,6,6,2,1,-1,2,5,4,4,0,-1,1,5,5,0,0,3,5,5,5,0,0,-1,5,4,4,2,0,-1,4,4,4,0,0,-1,6,4,4,0,0,-1,6
11,1,1,2,1,-1,8,3,3,2,0,-1,6,7,7,2,1,-1,2,5,4,4,0,-1,2,5,5,0,0,3,6,6,6,0,0,-1,5,4,4,2,0,-1,5,5,5,0,0,-1,6,5,5,0,0,-1,6
12,1,1,2,1,-1,9,4,4,2,0,-1,6,8,8,2,1,-1,2,5,4,5,0,-1,2,5,5,0,0,3,7,6,6,0,0,-1,6,4,4,2,0,-1,6,6,6,0,0,-1,6,6,6,0,0,-1,6
13,2,2,2,1,-1,9,4,4,2,0,2,7,9,8,2,1,-1,2,5,4,5,0,6,3,5,5,0,0,3,8,7,7,0,0,7,6,5,4,2,0,-1,6,7,6,0,0,-1,6,7,7,0,0,-1,6
14,3,3,2,1,-1,9,4,4,2,0,2,8,10,9,2,1,-1,2,5,4,6,0,6,3,5,5,0,0,3,9,7,7,0,0,7,7,6,5,2,0,-1,6,7,6,0,0,-1,7,7,7,0,0,-1,7
15,4,4,2,1,-1,9,4,4,2,0,2,9,11,10,2,1,-1,2,5,4,6,0,6,4,5,5,0,0,3,10,7,7,0,0,7,8,6,5,2,0,-1,7,7,6,0,0,-1,8,7,7,0,0,-1,8
16,4,4,3,1,-1,9,4,4,2,0,2,10,12,10,2,1,-1,2,5,4,6,0,6,5,5,5,0,0,3,11,7,7,0,0,7,9,6,5,3,0,-1,7,8,7,0,0,-1,8,7,7,0,0,-1,9
17,5,5,3,1,-1,9,4,4,2,0,2,11,12,10,2,1,-1,3,5,4,6,0,6,6,5,5,1,0,3,11,7,7,0,0,7,10,7,6,3,0,-1,7,9,8,0,0,-1,8,8,8,0,0,-1,9
18,5,5,3,1,-1,10,4,4,2,0,2,12,12,10,2,1,-1,4,5,4,7,1,6,6,5,5,2,0,3,11,7,7,0,0,7,11,8,7,3,0,-1,7,9,8,0,0,-1,9,8,8,1,0,-1,9
19,5,5,4,1,-1,10,4,4,2,0,2,13,13,11,2,1,7,4,5,4,8,1,6,6,5,5,2,0,3,12,7,7,0,0,7,12,9,8,3,0,-1,7,10,8,0,0,-1,9,8,8,1,0,-1,10
20,6,6,4,1,-1,10,4,4,2,0,2,14,13,11,3,1,7,4,5,4,8,1,6,7,6,6,2,0,3,12,7,7,1,0,7,12,10,9,3,0,-1,7,11,9,0,0,-1,9,9,9,1,0,-1,10
21,6,6,4,1,-1,11,4,4,2,0,2,15,13,11,3,1,7,5,5,4,8,1,6,8,6,6,2,0,3,13,7,7,1,0,7,13,10,9,3,0,-1,8,11,9,0,0,-1,10,10,10,1,0,-1,10
22,7,6,4,1,-1,11,5,5,2,0,2,15,13,11,3,1,7,6,5,4,8,1,6,9,6,6,2,0,3,14,7,7,1,0,7,14,11,10,3,0,-1,8,11,9,0,0,0,11,11,11,1,0,-1,10
23,7,6,4,1,8,12,5,5,2,0,2,16,13,11,4,1,7,6,5,4,8,1,6,10,6,6,3,0,3,14,7,7,1,0,7,15,11,10,3,0,-1,9,11,9,0,0,0,12,12,11,1,0,-1,10
24,7,6,4,1,8,13,5,5,3,0,2,16,13,11,4,1,7,7,5,4,8,1,6,11,6,6,3,0,3,15,7,7,1,0,7,16,12,11,3,0,-1,9,11,9,0,0,0,13,12,11,2,0,-1,10
25,7,6,4,1,8,14,5,5,3,0,2,17,13,11,5,1,7,7,5,4,8,1,6,12,6,6,3,0,3,16,7,7,1,0,7,17,12,11,3,0,-1,10,11,9,0,0,0,14,12,11,2,0,-1,11
26,7,6,5,1,8,14,5,5,3,0,2,18,13,11,5,1,7,8,5,4,9,1,6,12,6,6,3,0,3,17,7,7,1,0,7,18,13,12,3,0,-1,10,11,9,0,0,0,15,12,11,2,0,-1,12
