day,rob_count_0,rob_rebelled_0,trade_count_0,trade_accepted_0,0_obey_to,farm_count_0,rob_count_1,rob_rebelled_1,trade_count_1,trade_accepted_1,1_obey_to,farm_count_1,rob_count_2,rob_rebelled_2,trade_count_2,trade_accepted_2,2_obey_to,farm_count_2,rob_count_3,rob_rebelled_3,trade_count_3,trade_accepted_3,3_obey_to,farm_count_3,rob_count_4,rob_rebelled_4,trade_count_4,trade_accepted_4,4_obey_to,farm_count_4,rob_count_5,rob_rebelled_5,trade_count_5,trade_accepted_5,5_obey_to,farm_count_5,rob_count_6,rob_rebelled_6,trade_count_6,trade_accepted_6,6_obey_to,farm_count_6,rob_count_7,rob_rebelled_7,trade_count_7,trade_accepted_7,7_obey_to,farm_count_7,rob_count_8,rob_rebelled_8,trade_count_8,trade_accepted_8,8_obey_to,farm_count_8
11,3,3,0,0,-1,8,0,0,2,2,-1,9,2,2,4,2,7,5,1,1,4,1,7,6,3,3,2,0,-1,6,4,4,0,0,-1,7,4,4,2,1,-1,5,10,6,1,1,-1,0,2,2,4,0,-1,5
12,3,3,0,0,-1,9,0,0,3,3,-1,9,2,2,4,2,7,6,1,1,5,1,7,6,3,3,2,0,-1,7,4,4,1,0,-1,7,4,4,2,1,-1,6,10,6,2,1,-1,0,2,2,4,0,-1,6
13,3,3,0,0,-1,10,0,0,3,3,-1,10,2,2,4,2,7,7,1,1,5,1,7,7,3,3,2,0,-1,8,4,4,2,0,-1,7,4,4,3,1,-1,6,11,7,2,1,-1,0,2,2,4,0,-1,7
14,4,4,0,0,-1,10,0,0,3,3,-1,11,2,2,4,2,7,8,1,1,5,1,7,8,4,4,2,0,-1,8,5,5,2,0,-1,7,4,4,3,1,-1,7,11,7,2,1,-1,1,2,2,4,0,-1,8
15,5,5,0,0,-1,10,0,0,3,3,-1,12,2,2,4,2,7,9,1,1,5,1,7,9,5,5,2,0,-1,8,5,5,2,0,-1,8,4,4,4,1,-1,7,12,8,2,1,-1,1,2,2,4,0,-1,9
16,6,5,0,0,-1,10,1,1,3,3,-1,12,2,2,4,2,7,10,1,1,5,1,7,10,6,6,2,0,-1,8,5,5,3,0,-1,8,4,4,4,1,-1,8,12,8,3,2,0,1,2,2,5,0,-1,9
17,7,6,1,0,-1,10,1,1,3,3,-1,13,2,2,4,2,7,12,1,1,6,2,7,11,7,7,2,0,-1,9,6,6,3,0,-1,9,5,5,4,1,-1,9,12,8,3,2,0,2,2,2,6,0,-1,10
18,8,7,1,0,-1,10,1,1,4,3,-1,13,2,2,5,2,7,13,1,1,6,2,7,12,7,7,2,0,-1,10,6,6,3,0,-1,10,5,5,4,1,-1,10,12,8,4,3,0,2,2,2,6,0,-1,11
19,9,8,1,0,-1,10,1,1,5,3,-1,13,2,2,5,2,7,14,1,1,6,2,7,13,7,7,3,0,-1,10,6,6,4,0,-1,10,5,5,4,1,-1,11,12,8,4,3,0,3,2,2,6,0,-1,12
20,9,8,1,0,-1,11,2,2,5,3,-1,13,2,2,5,2,7,15,1,1,6,2,7,14,7,7,3,0,-1,11,6,6,4,0,-1,11,6,6,4,1,-1,11,12,8,4,3,0,4,2,2,7,0,-1,12
21,10,9,1,0,4,11,2,2,5,3,-1,14,2,2,5,2,7,16,1,1,6,2,7,15,8,7,3,0,-1,11,6,6,4,0,-1,12,6,6,5,2,-1,11,12,8,4,3,0,5,2,2,8,0,-1,12
22,10,9,1,0,4,12,2,2,5,3,-1,15,2,2,5,2,7,17,1,1,7,2,7,15,8,7,3,0,-1,12,6,6,4,0,-1,13,7,7,5,2,-1,11,12,8,4,3,0,6,3,3,8,0,-1,12
23,10,9,2,0,4,12,3,3,5,3,-1,15,2,2,5,2,7,18,1,1,7,2,7,16,9,7,3,0,-1,12,6,6,4,0,4,14,7,7,6,2,-1,11,12,8,4,3,0,7,4,4,8,0,-1,12
24,10,9,2,0,4,13,3,3,5,3,-1,16,2,2,5,2,7,19,1,1,7,2,7,17,9,7,3,0,-1,13,6,6,4,0,4,15,7,7,6,2,-1,12,12,8,4,3,0,8,5,5,8,0,-1,12
25,10,9,2,0,4,14,3,3,5,3,-1,17,2,2,5,2,7,20,1,1,7,2,7,18,10,8,3,0,6,13,7,7,4,0,4,15,8,7,6,2,-1,12,12,8,4,3,0,9,5,5,8,0,-1,13
26,10,9,2,0,4,15,4,4,5,3,-1,17,2,2,5,2,7,21,1,1,7,2,7,19,10,8,3,0,6,14,7,7,5,0,4,15,9,8,6,2,-1,12,12,8,4,3,0,10,6,6,8,0,-1,13
27,10,9,2,0,4,16,4,4,5,3,-1,18,2,2,5,2,7,22,1,1,7,2,7,20,10,8,3,0,6,15,7,7,5,0,4,16,9,8,7,2,-1,12,12,8,4,3,0,11,6,6,8,0,-1,14
28,10,9,2,0,4,17,5,5,5,3,-1,18,2,2,5,2,7,23,1,1,8,2,7,20,10,8,3,0,6,16,7,7,6,0,4,16,10,9,7,2,-1,12,12,8,4,3,0,12,7,7,8,0,-1,14
29,11,10,2,0,4,17,6,5,5,3,-1,18,2,2,5,2,7,24,1,1,8,2,7,21,10,8,3,0,6,17,7,7,6,0,4,17,11,10,7,2,1,12,12,8,4,3,0,13,7,7,9,0,-1,14
30,11,10,2,0,4,18,7,6,5,3,-1,18,2,2,5,2,7,25,1,1,8,2,7,22,10,8,3,0,6,18,8,7,6,0,4,17,11,10,7,2,1,13,12,8,4,3,0,14,7,7,9,0,-1,15
31,11,10,2,0,4,19,8,6,5,3,-1,18,2,2,5,2,7,26,1,1,8,2,7,23,10,8,4,0,6,18,8,7,6,0,4,18,11,10,7,2,1,14,12,8,4,3,0,15,7,7,9,0,-1,16
32,11,10,3,0,4,19,8,6,6,3,-1,18,2,2,5,2,7,27,1,1,8,2,7,24,10,8,5,0,6,18,8,7,6,0,4,19,11,10,7,2,1,15,12,8,4,3,0,16,8,8,9,0,-1,16
33,11,10,3,0,4,20,9,6,6,3,-1,18,2,2,5,2,7,28,1,1,8,2,7,25,10,8,5,0,6,19,8,7,7,0,4,19,11,10,7,2,1,16,12,8,4,3,0,17,8,8,9,0,-1,17
34,11,10,3,0,4,21,9,6,6,3,-1,19,2,2,5,2,7,29,1,1,9,3,7,25,10,8,5,0,6,20,8,7,8,0,4,19,11,10,7,2,1,17,12,8,5,4,0,17,9,9,9,0,-1,17
35,11,10,4,1,4,21,9,6,7,3,-1,19,2,2,5,2,7,30,1,1,9,3,7,26,10,8,5,0,6,21,8,7,9,0,4,19,11,10,7,2,1,18,12,8,5,4,0,18,9,9,10,1,-1,17
36,11,10,4,1,4,22,9,6,7,3,-1,20,2,2,5,2,7,31,1,1,9,3,7,27,10,8,6,0,6,22,8,7,9,0,4,21,11,10,7,2,1,19,12,8,5,4,0,19,10,10,10,1,-1,17
37,11,10,4,1,4,23,10,7,7,3,-1,21,3,2,6,3,7,31,1,1,9,3,7,28,11,8,6,0,6,22,8,7,11,0,4,21,11,10,7,2,1,21,12,8,5,4,0,21,10,10,11,1,-1,17
38,11,10,5,1,4,23,11,8,7,3,-1,21,3,2,7,3,7,32,1,1,9,3,7,29,11,8,6,0,6,23,8,7,11,0,4,22,11,10,7,2,1,23,12,8,5,4,0,23,10,10,12,1,-1,18
39,11,10,5,1,4,24,11,8,7,3,-1,22,3,2,7,4,7,33,1,1,10,3,7,29,11,8,6,0,6,24,8,7,11,0,4,23,11,10,8,2,1,23,12,8,5,4,0,24,10,10,12,1,-1,19
40,11,10,6,1,4,24,12,8,7,3,-1,22,3,2,7,4,7,34,1,1,10,3,7,30,11,8,6,0,6,25,8,7,11,0,4,24,11,10,8,2,1,24,12,8,5,4,0,25,11,11,12,1,-1,19
41,11,10,7,2,4,24,12,8,8,3,-1,22,3,2,8,4,7,34,1,1,10,3,7,31,11,8,6,0,6,26,8,7,11,0,4,25,11,10,8,2,1,25,12,8,5,4,0,26,11,11,12,1,-1,20
42,11,10,7,2,4,25,13,9,8,3,-1,22,3,2,8,4,7,35,1,1,10,3,7,32,11,8,7,0,6,26,8,7,11,0,4,26,11,10,8,2,1,26,12,8,6,5,0,26,12,12,12,1,-1,20
43,11,10,7,2,4,26,13,9,8,3,-1,23,3,2,8,4,7,36,1,1,11,3,7,32,11,8,7,0,6,27,8,7,12,0,4,26,12,10,8,2,1,26,13,8,6,5,0,26,12,12,12,1,-1,21
44,12,10,7,2,4,26,14,9,8,3,-1,23,3,2,9,4,7,36,1,1,12,4,7,32,11,8,7,0,6,28,8,7,12,0,4,27,12,10,9,2,1,26,14,8,6,5,0,26,12,12,13,1,-1,21
45,12,10,7,2,4,27,14,9,8,3,8,24,3,2,10,4,7,36,1,1,13,5,7,32,11,8,7,0,6,29,8,7,12,0,4,28,12,10,9,2,1,27,14,8,6,5,0,27,13,12,13,1,-1,21
46,12,10,7,2,4,28,15,9,8,3,8,24,3,2,10,4,7,37,1,1,13,5,7,33,11,8,7,0,6,30,8,7,13,0,4,28,12,10,9,2,1,28,14,8,6,5,0,28,14,12,13,1,-1,21
47,12,10,8,2,4,28,15,9,8,3,8,25,3,2,10,4,7,38,1,1,14,5,7,33,11,8,7,0,6,31,9,7,13,0,4,28,12,10,10,3,1,28,14,8,6,5,0,29,14,12,13,1,-1,22
48,12,10,8,2,4,29,15,9,8,3,8,26,3,2,10,4,7,39,1,1,14,5,7,34,11,8,7,0,6,32,10,7,13,0,4,28,13,10,10,3,1,28,14,8,6,5,0,30,14,12,14,1,-1,22
49,12,10,8,2,4,30,15,9,8,3,8,27,3,2,10,4,7,40,1,1,14,5,7,35,11,8,7,0,6,33,10,7,13,0,4,29,13,10,11,3,1,28,14,8,7,5,0,30,15,12,14,1,-1,22
50,12,10,9,2,4,30,15,9,8,3,8,28,3,2,10,4,7,41,1,1,14,5,7,36,11,8,7,0,6,34,10,7,13,0,4,30,14,10,11,3,1,28,14,8,7,5,0,31,15,12,14,1,-1,23
